ClimbRate,Sgz,P,Q,CurRoll,AbsRoll,DiffClb,DiffRollRate,DiffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,DiffSaTime1,DiffSaTime2,DiffSaTime3,DiffSaTime4,Sa,Goal
-8,34,0.21,0.25,-1.6,-15,-14,0.008,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
-211,28,-0.78,0.28,0.9,-15,-22,-0.011000000000000001,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.02, 0.024]"
398,-30,-0.02,0.05,-0.7,-12,2,0.002,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
44,37,0.35,0.12,0.5,-8,-15,-0.006,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
41,-25,-0.07,-0.22,-0.6,-9,19,0.0,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
240,-35,-0.05,-0.11,0.4,-13,18,0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
6,-12,-0.14,-0.05,-0.7,-8,7,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
361,7,0.19,-0.01,-0.1,-9,3,-0.002,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
74,-21,-0.11,0.15,-0.8,-17,-2,0.001,-0.6,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
-22,-25,-0.34,-0.13,0.3,-6,14,-0.009,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-223,23,-0.23,0.14,0.2,-13,-10,-0.001,0.2,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
-96,-11,0.52,0.04,0.7,-5,-3,-0.008,-0.3,-0.0006,-0.0006,-0.0006,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005,"[0.024, 0.078]"
57,-12,-0.25,0.02,-1.8,-8,1,0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
-145,-22,0.16,0.05,1.6,-9,-3,0.005,-0.2,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
221,-30,0.43,0.02,-1.6,-10,2,0.013999999999999999,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.024, 0.078]"
-148,3,-0.46,0.23,0.5,-17,-11,-0.002,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.019, 0.02]"
-39,-43,-0.38,0.16,0.1,-12,-14,-0.003,-0.2,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,"[0.017, 0.019]"
-481,-1,0.02,0.11,-0.1,-6,-12,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
583,2,0.14,0.18,1.3,-14,-9,-0.011000000000000001,-0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
-560,-48,-0.39,-0.25,0.1,-8,17,0.002,3.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-226,9,-0.04,0.19,-1.1,-14,-7,-0.004,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
-227,-38,0.36,-0.05,0.1,-7,6,0.006,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-165,-10,0.29,0.15,0.9,-5,-19,-0.017,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
208,-14,-0.02,-0.01,-1.2,-8,2,0.002,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
428,-4,0.36,-0.05,-0.5,-6,6,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
-145,-2,0.0,-0.11,1.8,-8,14,-0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-227,17,0.33,0.11,0.9,-5,-19,-0.013999999999999999,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-375,39,0.06,0.02,1.0,-5,-3,-0.007,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-500,-30,-0.21,-0.07,0.8,-9,14,-0.013999999999999999,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-17,-24,-0.31,0.19,-1.8,-21,5,0.018000000000000002,0.1,-0.0017,-0.0018,-0.0018,-0.002,0.0001,0.0,0.0002,0.0,-0.002,"[0.024, 0.078]"
298,-40,0.34,0.11,0.9,-15,-1,-0.01,-0.3,-0.0014,-0.0011,-0.0011,-0.0011,-0.0004,0.0,-0.0001,0.0,-0.0011,"[0.02, 0.024]"
-393,-46,-0.35,0.09,1.7,-11,-4,-0.039,-0.5,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.012, 0.017]"
-49,-37,0.19,0.01,0.6,-13,7,0.003,-0.1,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
28,-53,0.48,-0.13,-0.6,-10,18,0.017,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
241,4,0.61,0.12,0.7,-10,-7,-0.004,-0.3,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,"[0.02, 0.024]"
-355,-26,-0.29,0.1,0.8,-11,-5,0.013000000000000001,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
427,17,0.35,0.04,0.7,-11,0,0.003,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
64,-31,-0.52,0.0,1.2,-6,1,-0.011000000000000001,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.012, 0.017]"
-203,-20,-0.06,0.17,1.2,-12,-13,-0.016,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
238,-62,0.44,-0.1,0.9,-13,17,0.002,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
-88,-26,0.25,0.1,-1.1,-12,-3,0.016,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
-349,-23,0.01,-0.13,0.7,-6,14,0.006,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.012, 0.017]"
13,7,-0.27,0.29,-1.6,-8,-18,-0.012,-3.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-115,17,0.41,0.22,-1.4,-14,-4,0.013999999999999999,-1.5,-0.001,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
-395,-12,-0.28,0.18,0.2,-12,-10,-0.013000000000000001,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
-258,-20,0.34,0.1,0.9,-6,-10,-0.018000000000000002,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
74,-12,0.55,0.32,-0.1,-20,-10,-0.006,-0.4,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
-240,-35,-0.47,-0.25,0.2,-11,12,-0.006,3.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
431,-5,0.73,0.19,-1.5,-15,-9,0.024,-0.4,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
301,-20,-0.29,-0.13,-0.7,-14,21,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
-178,-41,0.19,-0.02,1.8,-12,3,-0.021,1.4,-0.0013,-0.0013,-0.0013,-0.0012,0.0,0.0,-0.0003,0.0,-0.0012,"[0.02, 0.024]"
374,11,-0.05,-0.16,0.2,-7,18,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
505,8,0.25,0.18,-0.2,-16,7,-0.008,-1.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
140,-21,0.1,0.14,-1.0,-8,-23,0.011000000000000001,0.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-305,-41,-0.21,0.1,-0.4,-16,2,0.004,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-98,-13,0.01,0.12,0.7,-6,-10,-0.02,-2.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
-13,52,-0.45,0.06,0.3,-6,-6,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-618,-42,-0.29,0.07,1.2,-5,-4,-0.002,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-667,-41,-0.09,0.05,0.3,-16,7,-0.008,0.1,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021,"[0.024, 0.078]"
606,-27,-0.2,-0.11,1.7,-13,17,-0.004,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
-547,-6,-0.31,0.12,-0.4,-11,-9,-0.005,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
-229,-70,-0.11,-0.13,-0.8,-17,22,0.018000000000000002,2.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
146,-3,-0.13,0.19,1.4,-18,-9,-0.013999999999999999,0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.02, 0.024]"
-352,8,0.35,-0.05,-1.9,-13,7,0.01,1.3,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
-171,-10,-0.05,0.05,-0.6,-9,-3,0.001,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
581,6,-0.26,0.07,-1.0,-8,-12,-0.004,1.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
623,-9,-0.04,-0.05,0.6,-14,15,-0.006,-0.7,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
-372,-15,0.07,-0.05,-0.4,-7,4,0.008,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.012, 0.017]"
219,-29,0.39,-0.1,-1.5,-11,16,0.019,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
256,-6,-0.24,0.02,-0.5,-12,4,-0.009,0.0,-0.0008,-0.0008,-0.0008,-0.0009,0.0001,0.0,0.0001,0.0,-0.0009,"[0.019, 0.02]"
-418,34,0.22,0.27,-1.1,-22,-1,0.002,-0.8,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,"[0.024, 0.078]"
414,16,-0.34,-0.08,-1.7,-10,12,0.016,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-231,-37,0.23,0.23,0.7,-17,-17,0.016,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
709,-29,0.31,0.07,-0.4,-9,-7,0.013000000000000001,-2.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
249,-45,0.37,-0.07,-1.7,-13,13,0.024,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
536,-2,0.18,-0.03,-0.5,-6,4,0.008,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
29,27,-0.02,0.05,0.1,-12,1,0.003,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
591,-48,0.12,0.01,1.3,-15,8,-0.034,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.02, 0.024]"
261,-40,0.33,0.07,-0.4,-16,6,0.019,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-146,-6,0.24,0.19,-0.5,-7,-18,0.003,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-133,-36,-0.04,0.04,1.9,-5,-4,-0.011000000000000001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
57,-34,0.22,0.13,0.4,-11,-11,-0.031,-0.2,-0.0013,-0.0013,-0.0013,-0.0011,0.0,0.0,-0.0003,0.0,-0.0011,"[0.02, 0.024]"
150,-44,-0.3,-0.14,0.0,-8,17,-0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
5,-4,0.03,0.02,1.0,-12,5,-0.011000000000000001,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-57,-16,0.25,0.04,-0.3,-9,-2,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-460,11,-0.1,-0.01,-0.2,-8,-7,0.0,1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
344,-17,0.21,-0.03,-2.3,-16,15,0.033,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
20,26,0.5,0.11,-0.7,-14,-5,0.005,-0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-278,-52,-0.03,-0.1,0.8,-5,10,-0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-257,5,-0.48,-0.14,-1.8,-8,15,0.013000000000000001,1.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-122,-18,0.42,0.11,1.7,-17,5,0.004,-0.6,-0.0012,-0.001,-0.001,-0.001,-0.0003,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
-285,-12,-0.27,0.12,1.7,-10,-8,-0.015,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
-187,-33,-0.06,0.16,0.8,-6,-16,-0.024,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.012, 0.017]"
82,-30,0.53,0.07,-1.2,-15,5,0.012,-0.2,-0.0009,-0.0009,-0.0009,-0.0007,0.0,0.0,-0.0004,0.0,-0.0007,"[0.02, 0.024]"
107,-14,-0.33,-0.06,0.7,-10,8,-0.013000000000000001,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,"[0.024, 0.078]"
274,-5,0.24,0.04,-0.9,-8,-2,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
180,54,0.2,0.15,1.8,-6,-16,-0.019,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-241,-58,-0.22,0.01,-0.1,-7,0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-268,10,-0.09,0.07,-0.3,-17,10,0.007,-0.6,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
169,-23,0.18,-0.13,-0.9,-11,16,0.01,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
93,-38,0.13,-0.06,-1.2,-12,12,0.022000000000000002,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-139,5,0.48,0.08,0.4,-14,1,-0.005,0.4,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-445,12,-0.31,0.16,-0.3,-20,5,-0.017,-0.8,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,"[0.02, 0.024]"
78,60,0.02,0.01,-0.8,-7,0,0.006,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
155,17,-0.9,0.4,-1.1,-20,-18,0.019,-0.8,-0.0007,-0.0008,-0.0008,-0.001,0.0002,0.0,0.0001,0.0,-0.001,"[0.024, 0.078]"
-181,-4,-0.57,0.03,-2.1,-12,3,0.008,0.2,-0.0004,-0.0005,-0.0005,-0.0007,0.0001,0.0,0.0002,0.0,-0.0007,"[0.017, 0.019]"
-13,28,-0.09,0.19,0.0,-10,-18,0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-91,-7,0.32,0.07,-0.4,-8,-5,-0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-502,31,0.02,0.07,-0.5,-12,-10,0.002,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
144,-10,-0.39,0.08,-0.1,-8,-4,0.004,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-42,15,-0.03,-0.04,-0.1,-7,5,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-412,-46,-0.49,-0.08,2.3,-16,14,-0.027000000000000003,2.1,-0.0015,-0.0016,-0.0016,-0.0016,0.0001,0.0,0.0,0.0,-0.0016,"[0.02, 0.024]"
-89,-44,-0.21,0.16,-0.8,-14,-6,-0.002,-0.2,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
110,-6,-0.15,0.01,0.2,-6,0,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-91,-28,-0.33,0.07,-0.3,-7,-8,0.001,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
27,-12,-0.04,0.19,-0.9,-20,0,0.016,0.0,-0.001,-0.001,-0.001,-0.0011,0.0,0.0,0.0001,0.0,-0.0011,"[0.024, 0.078]"
23,-3,-0.32,-0.03,-0.2,-10,7,0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-178,-24,-0.39,0.1,-0.7,-10,-7,0.0,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.012, 0.017]"
272,60,0.48,0.16,0.4,-11,-12,-0.006,-0.9,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,"[0.02, 0.024]"
-224,-45,-0.31,-0.05,-1.8,-14,15,0.012,-0.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
42,-13,-0.35,0.13,-1.2,-10,-12,-0.005,1.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
-70,-30,0.29,0.23,1.0,-17,-8,-0.034,-0.6,-0.0023,-0.0019,-0.0019,-0.0019,-0.0005,0.0,0.0,0.0,-0.0019,"[0.024, 0.078]"
-514,-30,-0.1,-0.02,0.5,-10,7,-0.004,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.012, 0.017]"
-94,-21,0.51,-0.04,-1.5,-11,9,0.013000000000000001,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
207,-19,-0.12,0.03,2.8,-16,10,-0.017,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
37,-67,-0.61,-0.12,1.2,-12,18,-0.022000000000000002,-0.2,-0.0009,-0.0011,-0.0011,-0.0012,0.0002,0.0,0.0001,0.0,-0.0012,"[0.012, 0.017]"
147,-21,-0.52,0.02,0.4,-14,6,-0.028999999999999998,-0.2,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,"[0.02, 0.024]"
16,28,0.17,0.08,0.0,-7,-9,0.004,0.4,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-313,4,0.14,0.04,0.6,-5,-4,-0.004,0.0,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-262,-40,-0.33,0.05,-0.8,-15,5,0.024,-0.1,-0.0012,-0.0013,-0.0013,-0.0015,0.0001,0.0,0.0002,0.0,-0.0015,"[0.024, 0.078]"
350,-30,-0.13,0.08,1.0,-18,6,-0.017,-0.1,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,"[0.02, 0.024]"
61,-15,0.31,0.14,1.0,-10,-10,-0.01,-0.2,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
59,-15,-0.36,0.06,0.1,-7,-4,-0.015,-0.7,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,"[0.017, 0.019]"
-52,19,0.43,0.23,-2.1,-16,-14,0.019,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
-11,-21,0.22,0.06,0.5,-6,-7,-0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-149,12,-0.09,0.23,-1.3,-11,-23,0.006,0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-99,14,0.15,0.12,-0.5,-8,-10,0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-246,-2,0.17,0.07,-0.6,-7,-7,-0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
101,-41,-0.27,0.07,0.4,-15,3,-0.007,-0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
1,-23,-0.27,0.01,0.3,-11,4,-0.006,0.0,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,"[0.019, 0.02]"
-157,-12,0.11,0.14,-0.2,-7,-11,-0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
41,-14,-0.33,0.05,-1.9,-14,5,0.03,-0.8,-0.0003,-0.0004,-0.0004,-0.0004,0.0001,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-192,22,-0.33,0.15,0.4,-15,-6,0.001,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-64,-34,0.29,0.04,-2.3,-15,8,0.043,-0.5,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,"[0.017, 0.019]"
-345,-19,-0.39,0.03,1.3,-11,0,-0.009,0.8,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,"[0.024, 0.078]"
747,-15,0.26,0.13,-0.9,-16,-8,0.0,1.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
418,-32,0.53,0.11,1.5,-9,-8,-0.013000000000000001,0.4,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,"[0.02, 0.024]"
-118,-2,-0.56,0.21,-1.1,-11,-20,0.012,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
