mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,"[98.0, 189.0]"
11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,"[27.0, 98.0]"
11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,"[27.0, 98.0]"
12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,"[1.0, 27.0]"
12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,"[1.0, 27.0]"
12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,"[1.0, 27.0]"
12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,"[1.0, 27.0]"
12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,"[1.0, 27.0]"
12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,"[1.0, 27.0]"
12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,"[27.0, 98.0]"
12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,"[189.0, 321.0]"
12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,"[321.0, 977.0]"
12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,"[189.0, 321.0]"
12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,"[27.0, 98.0]"
12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,"[98.0, 189.0]"
12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,"[98.0, 189.0]"
12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,"[98.0, 189.0]"
12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,"[98.0, 189.0]"
12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,"[98.0, 189.0]"
12,16,0,4,1,1,0.4,0.4091,0.4,0.19399999999999998,9,192,"[189.0, 321.0]"
12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,"[321.0, 977.0]"
12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,"[321.0, 977.0]"
12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,"[189.0, 321.0]"
12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,"[189.0, 321.0]"
12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,"[98.0, 189.0]"
12,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,"[98.0, 189.0]"
12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,"[27.0, 98.0]"
12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,"[27.0, 98.0]"
12,1,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,"[1.0, 27.0]"
12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,"[1.0, 27.0]"
12,3,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,"[1.0, 27.0]"
12,4,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,"[1.0, 27.0]"
12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,"[1.0, 27.0]"
12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,"[27.0, 98.0]"
12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,"[189.0, 321.0]"
12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,"[321.0, 977.0]"
12,9,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,"[189.0, 321.0]"
12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,"[98.0, 189.0]"
12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,"[98.0, 189.0]"
12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,"[189.0, 321.0]"
12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,"[189.0, 321.0]"
12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,"[98.0, 189.0]"
12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,"[189.0, 321.0]"
12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,"[189.0, 321.0]"
12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,"[321.0, 977.0]"
12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,"[321.0, 977.0]"
12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,"[189.0, 321.0]"
12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,"[189.0, 321.0]"
12,21,0,5,1,1,0.34,0.3333,0.49,0.19399999999999998,9,102,"[98.0, 189.0]"
12,22,0,5,1,1,0.32,0.3182,0.53,0.19399999999999998,7,95,"[98.0, 189.0]"
12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,"[27.0, 98.0]"
12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,"[27.0, 98.0]"
12,1,0,6,0,1,0.26,0.2576,0.65,0.19399999999999998,9,62,"[27.0, 98.0]"
12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,"[27.0, 98.0]"
12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,"[1.0, 27.0]"
12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,"[1.0, 27.0]"
12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,"[1.0, 27.0]"
12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,"[1.0, 27.0]"
12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,"[1.0, 27.0]"
12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,"[27.0, 98.0]"
12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,"[98.0, 189.0]"
12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,"[189.0, 321.0]"
12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,"[189.0, 321.0]"
12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,"[321.0, 977.0]"
12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,"[189.0, 321.0]"
12,14,0,6,0,1,0.36,0.3788,0.46,0.0,92,251,"[321.0, 977.0]"
12,15,0,6,0,1,0.38,0.3939,0.46,0.0,100,237,"[321.0, 977.0]"
12,16,0,6,0,1,0.38,0.3939,0.46,0.0,75,230,"[189.0, 321.0]"
12,17,0,6,0,1,0.36,0.3788,0.62,0.0,46,186,"[189.0, 321.0]"
12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,"[189.0, 321.0]"
12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,"[98.0, 189.0]"
12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,"[98.0, 189.0]"
12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,"[98.0, 189.0]"
12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,"[98.0, 189.0]"
12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,"[27.0, 98.0]"
12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,"[27.0, 98.0]"
12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,"[27.0, 98.0]"
12,2,0,0,0,1,0.26,0.303,0.81,0.0,11,51,"[27.0, 98.0]"
12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,"[27.0, 98.0]"
12,4,0,0,0,1,0.26,0.303,0.87,0.0,2,9,"[1.0, 27.0]"
12,5,0,0,0,1,0.26,0.303,0.81,0.0,2,2,"[1.0, 27.0]"
12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,"[1.0, 27.0]"
12,7,0,0,0,1,0.26,0.303,0.87,0.0,3,23,"[1.0, 27.0]"
12,8,0,0,0,1,0.26,0.303,0.87,0.0,7,48,"[27.0, 98.0]"
12,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,"[98.0, 189.0]"
12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,"[189.0, 321.0]"
12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,"[189.0, 321.0]"
12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,"[321.0, 977.0]"
12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,"[321.0, 977.0]"
12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,"[321.0, 977.0]"
12,15,0,0,0,1,0.42,0.4242,0.62,0.19399999999999998,69,227,"[189.0, 321.0]"
12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,"[321.0, 977.0]"
12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,"[189.0, 321.0]"
12,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,"[98.0, 189.0]"
12,19,0,0,0,1,0.38,0.3939,0.76,0.0,15,158,"[98.0, 189.0]"
12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,"[98.0, 189.0]"
12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,"[27.0, 98.0]"
12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,"[27.0, 98.0]"
12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,"[27.0, 98.0]"
12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,"[1.0, 27.0]"
12,1,0,1,1,1,0.32,0.3485,0.87,0.0,2,10,"[1.0, 27.0]"
12,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,"[1.0, 27.0]"
12,3,0,1,1,1,0.32,0.3485,0.87,0.0,0,2,"[1.0, 27.0]"
12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,"[1.0, 27.0]"
12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,"[1.0, 27.0]"
12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,"[27.0, 98.0]"
12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,"[189.0, 321.0]"
12,8,0,1,1,1,0.32,0.3485,0.93,0.0,12,392,"[321.0, 977.0]"
12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,"[189.0, 321.0]"
12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,"[27.0, 98.0]"
12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,"[98.0, 189.0]"
12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,"[98.0, 189.0]"
12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,"[98.0, 189.0]"
12,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,"[98.0, 189.0]"
12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,"[98.0, 189.0]"
12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,"[189.0, 321.0]"
12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,"[321.0, 977.0]"
12,18,0,1,1,1,0.44,0.4394,0.77,0.0,13,386,"[321.0, 977.0]"
12,19,0,1,1,2,0.46,0.4545,0.77,0.0,13,295,"[189.0, 321.0]"
12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,"[189.0, 321.0]"
12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,"[98.0, 189.0]"
12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,"[98.0, 189.0]"
12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,"[27.0, 98.0]"
12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3,25,"[27.0, 98.0]"
12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2,14,"[1.0, 27.0]"
12,2,0,2,1,2,0.46,0.4545,0.87,0.19399999999999998,0,3,"[1.0, 27.0]"
12,3,0,2,1,2,0.46,0.4545,0.87,0.19399999999999998,0,3,"[1.0, 27.0]"
12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,"[1.0, 27.0]"
12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0,20,"[1.0, 27.0]"
12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5,81,"[27.0, 98.0]"
12,7,0,2,1,2,0.46,0.4545,0.94,0.19399999999999998,7,227,"[189.0, 321.0]"
12,8,0,2,1,2,0.46,0.4545,0.94,0.19399999999999998,13,401,"[321.0, 977.0]"
12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,"[189.0, 321.0]"
12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,"[27.0, 98.0]"
12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4,28,"[27.0, 98.0]"
12,12,0,2,1,3,0.46,0.4545,1.0,0.2239,5,50,"[27.0, 98.0]"
12,13,0,2,1,3,0.46,0.4545,1.0,0.19399999999999998,6,65,"[27.0, 98.0]"
12,14,0,2,1,3,0.48,0.4697,1.0,0.2239,6,69,"[27.0, 98.0]"
12,15,0,2,1,3,0.5,0.4848,1.0,0.19399999999999998,2,43,"[27.0, 98.0]"
12,16,0,2,1,3,0.46,0.4545,1.0,0.2537,4,84,"[27.0, 98.0]"
12,17,0,2,1,2,0.46,0.4545,1.0,0.2239,13,249,"[189.0, 321.0]"
12,18,0,2,1,2,0.46,0.4545,1.0,0.2836,17,287,"[189.0, 321.0]"
12,19,0,2,1,3,0.46,0.4545,1.0,0.2985,10,223,"[189.0, 321.0]"
12,20,0,2,1,3,0.46,0.4545,1.0,0.2985,3,107,"[98.0, 189.0]"
12,21,0,2,1,2,0.44,0.4394,1.0,0.19399999999999998,6,108,"[98.0, 189.0]"
12,22,0,2,1,3,0.46,0.4545,1.0,0.1642,5,82,"[27.0, 98.0]"
12,23,0,2,1,3,0.46,0.4545,1.0,0.1642,5,48,"[27.0, 98.0]"
12,0,0,3,1,1,0.44,0.4394,1.0,0.19399999999999998,3,30,"[27.0, 98.0]"
12,1,0,3,1,2,0.46,0.4545,1.0,0.2537,4,9,"[1.0, 27.0]"
12,2,0,3,1,3,0.46,0.4545,1.0,0.2239,2,4,"[1.0, 27.0]"
12,3,0,3,1,3,0.46,0.4545,1.0,0.2239,0,3,"[1.0, 27.0]"
12,4,0,3,1,3,0.46,0.4545,1.0,0.1642,0,1,"[1.0, 27.0]"
12,5,0,3,1,3,0.46,0.4545,1.0,0.1642,0,3,"[1.0, 27.0]"
12,6,0,3,1,3,0.48,0.4697,1.0,0.4179,0,18,"[1.0, 27.0]"
12,7,0,3,1,3,0.44,0.4394,1.0,0.1045,3,43,"[27.0, 98.0]"
12,8,0,3,1,3,0.44,0.4394,1.0,0.0,6,80,"[27.0, 98.0]"
12,9,0,3,1,3,0.44,0.4394,1.0,0.2537,0,64,"[27.0, 98.0]"
12,10,0,3,1,3,0.44,0.4394,1.0,0.0896,1,32,"[27.0, 98.0]"
12,11,0,3,1,3,0.44,0.4394,1.0,0.0896,3,47,"[27.0, 98.0]"
12,12,0,3,1,3,0.44,0.4394,1.0,0.1343,4,29,"[27.0, 98.0]"
12,13,0,3,1,3,0.44,0.4394,1.0,0.19399999999999998,5,28,"[27.0, 98.0]"
12,14,0,3,1,3,0.44,0.4394,1.0,0.19399999999999998,1,24,"[1.0, 27.0]"
12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,5,25,"[27.0, 98.0]"
12,16,0,3,1,3,0.42,0.4242,0.94,0.19399999999999998,3,28,"[27.0, 98.0]"
12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4,48,"[27.0, 98.0]"
12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,3,48,"[27.0, 98.0]"
12,19,0,3,1,3,0.34,0.2879,0.87,0.6418,2,31,"[27.0, 98.0]"
12,20,0,3,1,3,0.34,0.2879,0.87,0.6418,1,25,"[1.0, 27.0]"
12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,0,6,"[1.0, 27.0]"
12,22,0,3,1,3,0.24,0.19699999999999998,0.93,0.4478,0,13,"[1.0, 27.0]"
12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,0,16,"[1.0, 27.0]"
12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,"[1.0, 27.0]"
12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,1,6,"[1.0, 27.0]"
12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0,4,"[1.0, 27.0]"
12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,0,1,"[1.0, 27.0]"
12,4,0,4,1,2,0.24,0.19699999999999998,0.6,0.4627,0,2,"[1.0, 27.0]"
12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0,12,"[1.0, 27.0]"
12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,0,71,"[27.0, 98.0]"
12,7,0,4,1,1,0.22,0.2121,0.6,0.2239,11,233,"[189.0, 321.0]"
12,8,0,4,1,1,0.22,0.2121,0.55,0.2836,11,418,"[321.0, 977.0]"
12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7,218,"[189.0, 321.0]"
12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1,109,"[98.0, 189.0]"
12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6,100,"[98.0, 189.0]"
12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8,148,"[98.0, 189.0]"
12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9,115,"[98.0, 189.0]"
12,14,0,4,1,1,0.32,0.303,0.45,0.2537,16,121,"[98.0, 189.0]"
12,15,0,4,1,1,0.32,0.3333,0.45,0.1343,19,98,"[98.0, 189.0]"
12,16,0,4,1,1,0.32,0.3182,0.45,0.19399999999999998,7,201,"[189.0, 321.0]"
12,17,0,4,1,1,0.3,0.3182,0.49,0.1045,10,321,"[321.0, 977.0]"
12,18,0,4,1,1,0.28,0.2727,0.52,0.2239,12,306,"[189.0, 321.0]"
12,19,0,4,1,1,0.26,0.2727,0.56,0.1045,12,220,"[189.0, 321.0]"
12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,5,170,"[98.0, 189.0]"
12,21,0,4,1,1,0.28,0.303,0.61,0.0896,4,135,"[98.0, 189.0]"
12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,8,84,"[27.0, 98.0]"
12,23,0,4,1,1,0.24,0.2576,0.7,0.1045,3,58,"[27.0, 98.0]"
12,0,0,5,1,1,0.24,0.2879,0.65,0.0,8,26,"[27.0, 98.0]"
12,1,0,5,1,1,0.24,0.2879,0.65,0.0,2,12,"[1.0, 27.0]"
12,2,0,5,1,1,0.24,0.2879,0.7,0.0,2,10,"[1.0, 27.0]"
12,3,0,5,1,1,0.22,0.2727,0.8,0.0,1,5,"[1.0, 27.0]"
12,4,0,5,1,1,0.22,0.2727,0.8,0.0,1,1,"[1.0, 27.0]"
12,5,0,5,1,1,0.22,0.2727,0.8,0.0,0,20,"[1.0, 27.0]"
12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,1,62,"[27.0, 98.0]"
12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,4,195,"[189.0, 321.0]"
12,8,0,5,1,1,0.24,0.2879,0.81,0.0,7,378,"[321.0, 977.0]"
12,9,0,5,1,1,0.26,0.2879,0.81,0.0896,8,256,"[189.0, 321.0]"
12,10,0,5,1,2,0.3,0.303,0.7,0.1642,11,115,"[98.0, 189.0]"
12,11,0,5,1,1,0.32,0.303,0.7,0.2537,15,121,"[98.0, 189.0]"
12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,27,146,"[98.0, 189.0]"
12,13,0,5,1,1,0.38,0.3939,0.5,0.19399999999999998,27,141,"[98.0, 189.0]"
12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,24,163,"[98.0, 189.0]"
12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,"[189.0, 321.0]"
12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,24,226,"[189.0, 321.0]"
12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,10,352,"[321.0, 977.0]"
12,18,0,5,1,1,0.34,0.3636,0.61,0.0,10,308,"[189.0, 321.0]"
12,19,0,5,1,1,0.34,0.3636,0.61,0.0,10,189,"[189.0, 321.0]"
12,20,0,5,1,1,0.3,0.3333,0.81,0.0,10,140,"[98.0, 189.0]"
12,21,0,5,1,1,0.3,0.3333,0.75,0.0,9,131,"[98.0, 189.0]"
12,22,0,5,1,1,0.28,0.3182,0.87,0.0,15,114,"[98.0, 189.0]"
12,23,0,5,1,1,0.28,0.3182,0.81,0.0,6,88,"[27.0, 98.0]"
12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,11,66,"[27.0, 98.0]"
12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,11,55,"[27.0, 98.0]"
12,2,0,6,0,2,0.28,0.303,0.61,0.0896,12,48,"[27.0, 98.0]"
12,3,0,6,0,2,0.28,0.303,0.61,0.0896,5,20,"[1.0, 27.0]"
12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,0,3,"[1.0, 27.0]"
12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,0,6,"[1.0, 27.0]"
12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,"[1.0, 27.0]"
12,7,0,6,0,1,0.24,0.2273,0.65,0.19399999999999998,0,11,"[1.0, 27.0]"
12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,5,68,"[27.0, 98.0]"
12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,15,134,"[98.0, 189.0]"
12,10,0,6,0,1,0.32,0.303,0.57,0.2537,31,161,"[189.0, 321.0]"
12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,44,192,"[189.0, 321.0]"
12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,48,235,"[189.0, 321.0]"
12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,"[189.0, 321.0]"
12,14,0,6,0,1,0.34,0.303,0.31,0.3284,51,242,"[189.0, 321.0]"
12,15,0,6,0,1,0.34,0.303,0.34,0.3582,60,239,"[189.0, 321.0]"
12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,58,183,"[189.0, 321.0]"
12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,34,151,"[98.0, 189.0]"
12,18,0,6,0,1,0.26,0.2576,0.38,0.2239,28,144,"[98.0, 189.0]"
12,19,0,6,0,1,0.26,0.2424,0.38,0.2836,15,139,"[98.0, 189.0]"
12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,10,114,"[98.0, 189.0]"
12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,4,79,"[27.0, 98.0]"
12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,7,88,"[27.0, 98.0]"
12,23,0,6,0,1,0.2,0.2121,0.47,0.1642,5,61,"[27.0, 98.0]"
12,0,0,0,0,1,0.2,0.19699999999999998,0.51,0.2239,5,69,"[27.0, 98.0]"
12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,8,54,"[27.0, 98.0]"
12,2,0,0,0,1,0.18,0.1667,0.55,0.2537,5,47,"[27.0, 98.0]"
12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2,17,"[1.0, 27.0]"
12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,0,5,"[1.0, 27.0]"
12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,0,6,"[1.0, 27.0]"
12,6,0,0,0,1,0.16,0.2273,0.59,0.0,0,10,"[1.0, 27.0]"
12,7,0,0,0,1,0.18,0.2424,0.55,0.0,1,30,"[27.0, 98.0]"
12,8,0,0,0,1,0.16,0.2273,0.69,0.0,4,68,"[27.0, 98.0]"
12,9,0,0,0,1,0.2,0.2576,0.59,0.0,19,88,"[98.0, 189.0]"
12,10,0,0,0,1,0.24,0.2879,0.44,0.0,30,164,"[189.0, 321.0]"
12,11,0,0,0,1,0.26,0.303,0.35,0.0,31,166,"[189.0, 321.0]"
12,12,0,0,0,1,0.26,0.303,0.35,0.0,42,246,"[189.0, 321.0]"
12,13,0,0,0,1,0.3,0.3333,0.31,0.0,44,224,"[189.0, 321.0]"
12,14,0,0,0,1,0.3,0.3333,0.28,0.0,44,198,"[189.0, 321.0]"
12,15,0,0,0,1,0.3,0.3333,0.26,0.0,47,219,"[189.0, 321.0]"
12,16,0,0,0,1,0.3,0.3333,0.26,0.0,32,174,"[189.0, 321.0]"
12,17,0,0,0,1,0.28,0.3182,0.3,0.0,13,150,"[98.0, 189.0]"
12,18,0,0,0,1,0.24,0.2273,0.48,0.19399999999999998,12,151,"[98.0, 189.0]"
12,19,0,0,0,1,0.22,0.2273,0.55,0.19399999999999998,7,98,"[98.0, 189.0]"
12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,10,62,"[27.0, 98.0]"
12,21,0,0,0,1,0.22,0.2727,0.55,0.0,10,53,"[27.0, 98.0]"
12,22,0,0,0,1,0.22,0.2727,0.55,0.0,7,36,"[27.0, 98.0]"
12,23,0,0,0,1,0.2,0.2576,0.69,0.0,4,31,"[27.0, 98.0]"
12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,4,16,"[1.0, 27.0]"
12,1,0,1,1,1,0.2,0.2576,0.69,0.0,0,9,"[1.0, 27.0]"
12,2,0,1,1,1,0.2,0.2576,0.69,0.0,0,4,"[1.0, 27.0]"
12,3,0,1,1,1,0.18,0.2424,0.74,0.0,0,2,"[1.0, 27.0]"
12,4,0,1,1,1,0.18,0.2424,0.74,0.0,0,3,"[1.0, 27.0]"
12,5,0,1,1,1,0.16,0.2273,0.8,0.0,0,21,"[1.0, 27.0]"
12,6,0,1,1,1,0.16,0.1818,0.8,0.1045,1,63,"[27.0, 98.0]"
12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,4,231,"[189.0, 321.0]"
12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7,378,"[321.0, 977.0]"
12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,12,208,"[189.0, 321.0]"
12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,14,91,"[98.0, 189.0]"
12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15,100,"[98.0, 189.0]"
12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,"[98.0, 189.0]"
12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,13,153,"[98.0, 189.0]"
12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,16,95,"[98.0, 189.0]"
12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,8,124,"[98.0, 189.0]"
12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5,209,"[189.0, 321.0]"
12,17,0,1,1,2,0.3,0.3333,0.56,0.0,7,352,"[321.0, 977.0]"
12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8,349,"[321.0, 977.0]"
12,19,0,1,1,1,0.28,0.303,0.61,0.0896,9,232,"[189.0, 321.0]"
12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,8,157,"[98.0, 189.0]"
12,21,0,1,1,1,0.26,0.303,0.81,0.0,2,119,"[98.0, 189.0]"
12,22,0,1,1,1,0.26,0.303,0.7,0.0,0,71,"[27.0, 98.0]"
12,23,0,1,1,1,0.24,0.2879,0.75,0.0,3,42,"[27.0, 98.0]"
12,0,0,2,1,1,0.22,0.2727,0.8,0.0,1,16,"[1.0, 27.0]"
12,1,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,"[1.0, 27.0]"
12,2,0,2,1,1,0.2,0.2576,0.8,0.0,1,1,"[1.0, 27.0]"
12,3,0,2,1,1,0.18,0.2424,0.8,0.0,0,3,"[1.0, 27.0]"
12,4,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,"[1.0, 27.0]"
